cid,upc,oid,dt,r_dt,prc,qty,amt,r_qty,r_amt,web_prod_id,GMM_DESC,PARENT_MDSE_DIVN_DESC
12369872,646000000000,1371676923,1/14/2017,,11.99,1,11.99,,,"43,81,351",MENS & KIDS,TOTAL MENS
12369872,646000000000,1360694508,01/01/2017,,9.99,1,9.99,,,"43,81,351",MENS & KIDS,TOTAL MENS
11204143,706000000000,1231496922,8/27/2016,10/04/2016,95.99,1,95.99,1,95.99,"55,08,081",HOME,SOFT HOME
11204143,706000000000,AA16980411022,8/29/2016,,71.99,1,71.99,,,"55,08,081",HOME,SOFT HOME
10419534,706000000000,1194272847,04/11/2016,,10.49,1,10.49,,,"48,95,471",MENS & KIDS,TOTAL MENS
10419534,706000000000,1214668782,7/21/2016,,11.99,3,35.97,,,"48,95,471",MENS & KIDS,TOTAL MENS
10538119,636000000000,1186840105,03/05/2016,03/09/2016,12.98,1,12.98,1,12.98,"45,95,687",READY TO WEAR,CASUAL RTW
10538119,636000000000,1195818284,4/16/2016,4/28/2016,12.98,1,12.98,1,12.98,"45,95,687",READY TO WEAR,CASUAL RTW
12730091,190000000000,1289158959,11/09/2016,12/01/2016,198,1,198,1,198,"46,01,632",CENTER CORE,HANDBAGS & ACCESSORIES
12730091,190000000000,1297556511,11/13/2016,12/01/2016,138.6,1,138.6,1,138.6,"46,01,632",CENTER CORE,HANDBAGS & ACCESSORIES
12730091,190000000000,1307709345,11/25/2016,,111.38,1,111.38,,,"46,01,632",CENTER CORE,HANDBAGS & ACCESSORIES
14273269,86201383203,1332274092,12/06/2016,,11.76,1,11.76,,,"24,47,668",CENTER CORE,INTIMATE APPAREL/HOSIERY
14273269,86201383203,1326056838,12/01/2016,,14.7,1,14.7,,,"24,47,668",CENTER CORE,INTIMATE APPAREL/HOSIERY
12473133,888000000000,1198199667,4/26/2016,,9.74,1,9.74,,,"24,66,931",MENS & KIDS,TOTAL MENS
12473133,888000000000,1197971303,4/25/2016,5/25/2016,9.74,1,9.74,1,9.74,"24,66,931",MENS & KIDS,TOTAL MENS
12684463,889000000000,1299090729,11/16/2016,11/23/2016,18.39,1,18.39,1,18.39,"52,36,582",READY TO WEAR,SPECIAL SIZES
12684463,889000000000,1300083324,11/16/2016,,18.39,1,18.39,,,"52,36,582",READY TO WEAR,SPECIAL SIZES
12684463,889000000000,1298737533,11/17/2016,11/23/2016,9.99,1,9.99,1,9.99,"52,36,582",READY TO WEAR,SPECIAL SIZES
10159993,689000000000,1210687140,07/08/2016,,7.99,1,7.99,,,"50,84,499",MENS & KIDS,TOTAL MENS
10159993,689000000000,1210461859,07/07/2016,9/17/2016,7.99,1,7.99,1,7.99,"50,84,499",MENS & KIDS,TOTAL MENS
14377400,706000000000,1219365426,08/04/2016,08/10/2016,13.99,1,13.99,1,13.99,"50,98,573",READY TO WEAR,MISSY TOTAL ACTIVE
14377400,706000000000,1220847681,08/05/2016,08/10/2016,10.99,1,10.99,1,10.99,"50,98,573",READY TO WEAR,MISSY TOTAL ACTIVE
11205650,3610000000000,1195575508,4/15/2016,,31,1,31,,,"50,38,201",BEAUTY,COSMETICS
11205650,3610000000000,1281975672,10/31/2016,,31,1,31,,,"50,38,201",BEAUTY,COSMETICS
11026776,706000000000,1359895023,12/31/2016,,12.74,4,50.96,,,"25,08,444",HOME,SOFT HOME
11026776,706000000000,1373809446,1/18/2017,,12.5,6,75,,,"25,08,444",HOME,SOFT HOME
10518641,96303181881,1266627678,10/22/2016,,300,1,300,,,"25,13,310",CENTER CORE,FINE JEWELRY
10518641,96303181881,1279013823,10/30/2016,,306,1,306,,,"25,13,310",CENTER CORE,FINE JEWELRY
11761801,747000000000,1241241501,9/17/2016,,7.87,6,86.57,,,"25,15,403",HOME,SOFT HOME
11761801,747000000000,1242111024,9/17/2016,,15.74,6,94.44,,,"25,15,403",HOME,SOFT HOME
11761801,747000000000,1242411375,9/17/2016,,15.74,6,94.44,,,"25,15,403",HOME,SOFT HOME
11761801,747000000000,1241271210,9/17/2016,,15.74,4,62.96,,,"25,15,403",HOME,SOFT HOME
11761801,747000000000,1241421447,9/17/2016,,15.74,6,94.44,,,"25,15,403",HOME,SOFT HOME
11888970,889000000000,1187820826,03/09/2016,3/17/2016,30.75,2,61.5,1,30.75,"25,16,795",CENTER CORE,HANDBAGS & ACCESSORIES
11888970,889000000000,1185960222,2/28/2016,3/15/2016,70,2,140,2,140,"25,16,795",CENTER CORE,HANDBAGS & ACCESSORIES
14938397,42648058319,1198982889,4/29/2016,,42,1,42,,,"47,95,825",HOME,SOFT HOME
14409923,42648058319,1304745498,11/23/2016,12/19/2016,22.49,1,22.49,1,22.49,"47,95,825",HOME,SOFT HOME
14409923,42648058319,1338043104,12/10/2016,12/26/2016,18.74,1,18.74,1,18.74,"47,95,825",HOME,SOFT HOME
14938397,42648058319,1198102254,4/25/2016,,42,2,84,,,"47,95,825",HOME,SOFT HOME
11243711,886000000000,1230514860,8/27/2016,09/03/2016,44,1,44,1,44,"25,29,044",MENS & KIDS,TOTAL MENS
11243711,886000000000,1230819612,8/24/2016,,44,1,44,,,"25,29,044",MENS & KIDS,TOTAL MENS
14611056,706000000000,1315094172,11/26/2016,,19.99,1,19.99,,,"51,56,925",READY TO WEAR,COLLECTIONS RTW
14611056,706000000000,1258048674,10/08/2016,,35.99,1,35.99,,,"51,56,925",READY TO WEAR,COLLECTIONS RTW
14611056,706000000000,1258329661,11/17/2016,,23.99,1,23.99,,,"51,56,925",READY TO WEAR,COLLECTIONS RTW
15038643,720000000000,1231758822,8/29/2016,,33.6,1,33.6,,,"45,59,628",CENTER CORE,INTIMATE APPAREL/HOSIERY
15038643,720000000000,1223751855,8/13/2016,,31.5,1,31.5,,,"45,59,628",CENTER CORE,INTIMATE APPAREL/HOSIERY
10643168,706000000000,1211914868,7/14/2016,7/24/2016,31.99,2,63.98,2,63.98,"55,08,001",HOME,SOFT HOME
10643168,706000000000,1212214424,7/18/2016,8/22/2016,59.5,1,59.5,1,59.5,"55,08,001",HOME,SOFT HOME
14045278,706000000000,1187093941,03/06/2016,,14.51,1,14.51,,,"25,48,929",READY TO WEAR,COLLECTIONS RTW
14045278,706000000000,1187027425,03/04/2016,,15.99,1,15.99,,,"25,48,929",READY TO WEAR,COLLECTIONS RTW
10811667,19585808482,1245444984,9/22/2016,,23.4,1,23.4,,,"46,04,698",CENTER CORE,INTIMATE APPAREL/HOSIERY
10811667,19585808482,1342918338,12/14/2016,,16,1,16,,,"46,04,698",CENTER CORE,INTIMATE APPAREL/HOSIERY
15634265,91116681955,RB16170251467,7/31/2016,,7.99,1,7.99,,,"56,96,675",HOME,SOFT HOME
15634265,91116681955,RB16170315057,7/31/2016,,7.99,2,15.98,,,"56,96,675",HOME,SOFT HOME
11493835,800000000000,1281708462,10/31/2016,11/17/2016,44.1,2,88.2,1,44.1,"46,22,680",HOME,SOFT HOME
11493835,800000000000,SL16110700103,11/01/2016,,37.59,2,75.18,,,"46,22,680",HOME,SOFT HOME
11566366,15404928669,1216814451,7/30/2016,,34.99,1,34.99,,,"57,45,813",MENS & KIDS,TOTAL MENS
11566366,15404928669,1199084025,05/01/2016,,48,1,48,,,"57,45,813",MENS & KIDS,TOTAL MENS
10145555,705000000000,1200579432,05/06/2016,,19.99,1,19.99,,,"46,46,318",READY TO WEAR,CASUAL RTW
10145555,705000000000,1203948298,5/28/2016,6/14/2016,24.99,1,24.99,1,24.99,"46,46,318",READY TO WEAR,CASUAL RTW
10145555,705000000000,1199616676,05/02/2016,,21.74,1,21.74,,,"46,46,318",READY TO WEAR,CASUAL RTW
11663873,705000000000,1222157436,08/09/2016,,34.3,1,34.3,,,"46,46,318",READY TO WEAR,CASUAL RTW
11663873,705000000000,1193520813,04/07/2016,,34.3,1,34.3,,,"46,46,318",READY TO WEAR,CASUAL RTW
11663873,705000000000,1226154504,8/17/2016,,27.44,1,27.44,,,"46,46,318",READY TO WEAR,CASUAL RTW
11663873,705000000000,1237299930,09/10/2016,,21.99,1,21.99,,,"46,46,318",READY TO WEAR,CASUAL RTW
11553754,705000000000,1204463646,5/30/2016,,24.99,1,24.99,,,"46,46,318",READY TO WEAR,CASUAL RTW
11553754,705000000000,1292153106,11/10/2016,,25.59,1,25.59,,,"46,46,318",READY TO WEAR,CASUAL RTW
11553754,705000000000,DK16511153317,11/14/2016,,25.59,1,25.59,,,"46,46,318",READY TO WEAR,CASUAL RTW
11553754,705000000000,1204089345,5/29/2016,06/02/2016,24.99,1,24.99,1,24.99,"46,46,318",READY TO WEAR,CASUAL RTW
10473771,795000000000,1185518371,2/25/2016,,17.99,1,17.99,,,"25,94,610",MENS & KIDS,TOTAL CHILDRENS
10473771,795000000000,1188219773,03/11/2016,,13.49,1,13.49,,,"25,94,610",MENS & KIDS,TOTAL CHILDRENS
11339786,706000000000,1183194004,02/12/2016,3/14/2016,15.99,1,15.99,1,15.99,"25,95,385",READY TO WEAR,COLLECTIONS RTW
11339786,706000000000,1182447612,02/07/2016,3/14/2016,14.99,1,14.99,1,14.99,"25,95,385",READY TO WEAR,COLLECTIONS RTW
11015427,634000000000,EF16301063642,10/23/2016,1/18/2017,22.99,2,45.98,1,22.99,"58,99,373",MENS & KIDS,TOTAL CHILDRENS
11015427,634000000000,EF16510274015,11/25/2016,,24.99,1,24.99,,,"58,99,373",MENS & KIDS,TOTAL CHILDRENS
10395384,888000000000,1207603417,6/17/2016,,7.99,1,7.99,,,"26,00,496",CENTER CORE,INTIMATE APPAREL/HOSIERY
10395384,888000000000,1207166333,6/16/2016,6/23/2016,14,1,14,1,14,"26,00,496",CENTER CORE,INTIMATE APPAREL/HOSIERY
10395384,888000000000,1200684260,05/06/2016,,18.41,1,18.41,,,"26,00,496",CENTER CORE,INTIMATE APPAREL/HOSIERY
11572193,706000000000,1198691278,4/28/2016,,29.98,1,29.98,,,"26,18,346",MENS & KIDS,TOTAL MENS
11572193,706000000000,1200383000,05/04/2016,,29.98,1,29.98,,,"26,18,346",MENS & KIDS,TOTAL MENS
11002990,636000000000,1264647741,10/21/2016,,13.99,1,13.99,,,"51,82,823",MENS & KIDS,TOTAL MENS
11002990,636000000000,1264839309,10/19/2016,,23.99,1,23.99,,,"51,82,823",MENS & KIDS,TOTAL MENS
10896526,805000000000,1208830010,6/26/2016,,39.19,1,39.19,,,"26,31,911",READY TO WEAR,COLLECTIONS RTW
10896526,805000000000,1198661204,4/29/2016,,44.99,1,44.99,,,"26,31,911",READY TO WEAR,COLLECTIONS RTW
13596391,190000000000,1297014432,11/13/2016,12/10/2016,60.63,1,60.63,1,60.63,"26,39,659",CENTER CORE,WOMENS SHOES
13596391,190000000000,1291915464,11/10/2016,11/29/2016,73.63,1,73.63,1,73.63,"26,39,659",CENTER CORE,WOMENS SHOES
15067426,731000000000,1237862415,09/10/2016,,15,1,15,,,"26,45,526",CENTER CORE,FASHION JEWELRY / WATCHES
15067426,731000000000,1234505142,09/04/2016,9/19/2016,21,1,21,1,21,"26,45,526",CENTER CORE,FASHION JEWELRY / WATCHES
11538788,706000000000,1196057419,4/17/2016,,16.99,1,16.99,,,"26,47,047",CENTER CORE,INTIMATE APPAREL/HOSIERY
11538788,706000000000,1190452818,3/26/2016,,19.99,2,39.98,,,"26,47,047",CENTER CORE,INTIMATE APPAREL/HOSIERY
10477309,689000000000,1206802261,6/13/2016,,17.7,1,17.7,,,"49,31,474",CENTER CORE,WOMENS SHOES
10477309,689000000000,1234809546,09/05/2016,10/01/2016,19.99,2,39.98,1,19.99,"49,31,474",CENTER CORE,WOMENS SHOES
11953933,27131760597,1233357261,09/01/2016,,28,1,28,,,"49,52,583",BEAUTY,COSMETICS
11953933,27131760597,1182416036,02/07/2016,,26,2,52,,,"49,52,583",BEAUTY,COSMETICS
14021163,690000000000,1199039580,4/30/2016,,47.24,1,47.24,,,"26,53,640",READY TO WEAR,CLASSIFICATIONS
14021163,690000000000,1197490256,4/20/2016,05/05/2016,59.49,1,59.49,1,59.49,"26,53,640",READY TO WEAR,CLASSIFICATIONS
12161386,20714755362,1190461577,3/25/2016,,24,1,24,,,"26,70,976",BEAUTY,COSMETICS
12161386,20714755362,1193467235,04/07/2016,,24,1,24,,,"26,70,976",BEAUTY,COSMETICS
12161386,20714755362,1256402919,10/06/2016,,24,2,48,,,"26,70,976",BEAUTY,COSMETICS
12161386,20714755362,1210839512,07/09/2016,,24,1,24,,,"26,70,976",BEAUTY,COSMETICS
12579112,782000000000,1198245169,4/26/2016,05/07/2016,56.24,1,56.24,1,56.24,"26,82,361",READY TO WEAR,COLLECTIONS RTW
12579112,782000000000,1199348281,05/01/2016,,56.24,1,56.24,,,"26,82,361",READY TO WEAR,COLLECTIONS RTW
14570709,889000000000,1223079672,08/11/2016,,40.88,1,40.88,,,"26,82,779",READY TO WEAR,SPECIAL SIZES
14570709,889000000000,1209792760,07/03/2016,,51.17,2,102.34,,,"26,82,779",READY TO WEAR,SPECIAL SIZES
10704729,841000000000,1210957550,07/10/2016,,29.59,1,29.59,,,"26,86,177",MENS & KIDS,TOTAL MENS
10704729,841000000000,1209912330,07/03/2016,08/04/2016,36.99,1,36.99,1,36.99,"26,86,177",MENS & KIDS,TOTAL MENS
14103045,802000000000,1190411408,3/26/2016,04/11/2016,119.99,3,359.97,3,359.97,"26,89,637",READY TO WEAR,MILLENNIAL/DENIM
14103045,802000000000,1188265128,3/13/2016,3/25/2016,112.49,1,112.49,1,112.49,"26,89,637",READY TO WEAR,MILLENNIAL/DENIM
14103045,802000000000,1190472256,3/26/2016,04/11/2016,119.99,2,239.98,2,239.98,"26,89,637",READY TO WEAR,MILLENNIAL/DENIM
14708685,884000000000,1230037932,8/23/2016,,20,1,20,,,"26,90,134",CENTER CORE,WOMENS SHOES
14708685,884000000000,1230158340,8/23/2016,8/31/2016,20,1,20,1,20,"26,90,134",CENTER CORE,WOMENS SHOES
10803049,844000000000,1242174207,9/17/2016,9/23/2016,19.5,1,19.5,1,19.5,"26,91,767",CENTER CORE,INTIMATE APPAREL/HOSIERY
10803049,844000000000,1241430180,9/17/2016,9/29/2016,19.5,1,19.5,1,19.5,"26,91,767",CENTER CORE,INTIMATE APPAREL/HOSIERY
14954751,799000000000,1188083237,03/12/2016,,82.5,1,82.5,,,"54,07,318",READY TO WEAR,MILLENNIAL/DENIM
14954751,799000000000,1187587296,03/09/2016,,82.5,1,82.5,,,"54,07,318",READY TO WEAR,MILLENNIAL/DENIM
13055520,799000000000,1259060716,11/14/2016,,158.4,1,158.4,,,"48,90,439",CENTER CORE,HANDBAGS & ACCESSORIES
13055520,799000000000,1324241934,12/01/2016,,138.6,1,138.6,,,"48,90,439",CENTER CORE,HANDBAGS & ACCESSORIES
12041661,706000000000,1324617537,12/01/2016,,59.97,1,59.97,,,"27,09,648",HOME,SOFT HOME
12041661,706000000000,1323993525,12/01/2016,1/18/2017,59.97,1,59.97,1,59.97,"27,09,648",HOME,SOFT HOME
15024160,887000000000,1229887638,8/23/2016,,63.75,1,63.75,,,"27,10,971",BEAUTY,COSMETICS
15024160,887000000000,1224665457,8/14/2016,8/30/2016,85,1,85,1,85,"27,10,971",BEAUTY,COSMETICS
13288087,889000000000,1196347347,4/17/2016,,103.99,1,103.99,,,"27,15,225",READY TO WEAR,CASUAL RTW
13288087,889000000000,1187604031,03/10/2016,4/22/2016,123.75,1,123.75,1,123.75,"27,15,225",READY TO WEAR,CASUAL RTW
11007762,680000000000,1304987613,11/23/2016,,47.99,1,47.99,,,"27,20,014",HOME,SOFT HOME
11007762,680000000000,1294283733,11/12/2016,,63.99,1,63.99,,,"27,20,014",HOME,SOFT HOME
11743443,706000000000,1197338732,4/23/2016,,31.19,1,31.19,,,"27,21,497",READY TO WEAR,COLLECTIONS RTW
11743443,706000000000,1198095600,4/26/2016,,26.24,1,26.24,,,"27,21,497",READY TO WEAR,COLLECTIONS RTW
10804515,890000000000,1210838696,07/09/2016,,34.12,1,34.12,,,"27,23,667",CENTER CORE,HANDBAGS & ACCESSORIES
10804515,890000000000,1203901177,5/29/2016,06/04/2016,65,1,65,1,65,"27,23,667",CENTER CORE,HANDBAGS & ACCESSORIES
10482480,608000000000,1199961816,05/03/2016,,24,1,24,,,"27,26,281",BEAUTY,COSMETICS
10482480,608000000000,1202663618,5/22/2016,,24,1,24,,,"27,26,281",BEAUTY,COSMETICS
14788045,689000000000,1201708592,05/11/2016,5/21/2016,33.83,1,33.83,1,33.83,"55,28,284",READY TO WEAR,SPECIAL SIZES
14788045,689000000000,1201470145,05/11/2016,,33.74,1,33.74,,,"55,28,284",READY TO WEAR,SPECIAL SIZES
11124228,706000000000,1199421882,05/01/2016,06/07/2016,63.74,1,63.74,1,63.74,"27,48,048",READY TO WEAR,COLLECTIONS RTW
11124228,706000000000,1202728772,5/20/2016,,49.75,1,49.75,,,"27,48,048",READY TO WEAR,COLLECTIONS RTW
10525549,889000000000,1300376358,11/19/2016,12/07/2016,34.99,1,34.99,1,34.99,"27,52,627",MENS & KIDS,TOTAL MENS
10525549,889000000000,KB16811224441,11/18/2016,,34.99,1,34.99,,,"27,52,627",MENS & KIDS,TOTAL MENS
13098996,755000000000,1220798382,08/06/2016,8/21/2016,26.39,1,26.39,1,26.39,"27,53,208",CENTER CORE,INTIMATE APPAREL/HOSIERY
13098996,755000000000,1208158731,6/19/2016,,28.79,1,28.79,,,"27,53,208",CENTER CORE,INTIMATE APPAREL/HOSIERY
10486636,19847946686,1282577652,11/01/2016,,11.99,1,11.99,,,"27,57,620",CENTER CORE,HANDBAGS & ACCESSORIES
10486636,19847946686,1282967535,11/06/2016,,11.99,2,23.98,,,"27,57,620",CENTER CORE,HANDBAGS & ACCESSORIES
11184381,190000000000,DL16620270130,12/26/2016,,59.99,1,59.99,,,"27,69,338",MENS & KIDS,TOTAL MENS
11184381,190000000000,1375147182,1/27/2017,,49.99,1,49.99,,,"27,69,338",MENS & KIDS,TOTAL MENS
11213357,190000000000,1260092785,11/19/2016,11/29/2016,47.25,1,47.25,1,47.25,"27,73,086",CENTER CORE,WOMENS SHOES
11213357,190000000000,1299284904,11/18/2016,,47.25,1,47.25,,,"27,73,086",CENTER CORE,WOMENS SHOES
10340705,889000000000,1230818310,8/24/2016,09/07/2016,22.39,1,22.39,1,22.39,"27,79,492",READY TO WEAR,COLLECTIONS RTW
10340705,889000000000,1224194898,8/14/2016,8/26/2016,39.99,1,39.99,1,39.99,"27,79,492",READY TO WEAR,COLLECTIONS RTW
12581332,706000000000,1236872973,09/09/2016,9/24/2016,9.73,1,9.73,1,9.73,"27,82,227",READY TO WEAR,CASUAL RTW
12581332,706000000000,1237068765,09/08/2016,9/24/2016,15.99,1,15.99,1,15.99,"27,82,227",READY TO WEAR,CASUAL RTW
12361511,190000000000,BR16700471931,10/17/2016,10/22/2016,284.99,1,284.99,1,284.99,"27,96,456",READY TO WEAR,CLASSIFICATIONS
12361511,190000000000,1249462102,11/05/2016,,322.99,1,322.99,,,"27,96,456",READY TO WEAR,CLASSIFICATIONS
12565558,190000000000,1259548672,11/19/2016,,99.99,1,99.99,,,"28,10,148",READY TO WEAR,CLASSIFICATIONS
12565558,190000000000,1359061611,12/28/2016,,93.49,1,93.49,,,"28,10,148",READY TO WEAR,CLASSIFICATIONS
10487695,706000000000,1216465140,7/28/2016,,34.98,1,34.98,,,"55,37,266",CENTER CORE,WOMENS SHOES
10487695,706000000000,1201685624,05/10/2016,5/18/2016,27.98,1,27.98,1,27.98,"55,37,266",CENTER CORE,WOMENS SHOES
11546490,706000000000,1209937886,07/02/2016,,10.98,1,10.98,,,"28,11,608",READY TO WEAR,CASUAL RTW
11546490,706000000000,1212485243,7/18/2016,,8.78,1,8.78,,,"28,11,608",READY TO WEAR,CASUAL RTW
10162121,767000000000,1333478295,12/07/2016,,125.99,1,125.99,,,"28,13,311",READY TO WEAR,CLASSIFICATIONS
10162121,767000000000,1332814557,12/07/2016,12/12/2016,125.99,1,125.99,1,125.99,"28,13,311",READY TO WEAR,CLASSIFICATIONS
10723545,883000000000,1243499550,9/18/2016,,44.99,1,44.99,,,"28,21,259",HOME,SOFT HOME
10723545,883000000000,1248082608,9/28/2016,,34.39,1,34.39,,,"28,21,259",HOME,SOFT HOME
11232770,706000000000,LF16311140409,11/23/2016,12/22/2016,15.99,1,15.99,1,15.99,"28,51,601",READY TO WEAR,COLLECTIONS RTW
11232770,706000000000,1303864749,11/23/2016,12/12/2016,14.23,1,14.23,1,14.23,"28,51,601",READY TO WEAR,COLLECTIONS RTW
12636476,769000000000,1226597724,8/20/2016,,16.99,1,16.99,,,"28,51,974",READY TO WEAR,MILLENNIAL/DENIM
12636476,769000000000,1223900991,8/13/2016,09/07/2016,18.74,1,18.74,1,18.74,"28,51,974",READY TO WEAR,MILLENNIAL/DENIM
10905019,736000000000,1237381098,09/09/2016,10/05/2016,125,1,125,1,106.26,"28,73,930",MENS & KIDS,TOTAL MENS
10905019,736000000000,1242288723,9/16/2016,10/27/2016,65.24,1,65.24,1,65.24,"28,73,930",MENS & KIDS,TOTAL MENS
11007561,789000000000,1314595143,11/26/2016,,99.99,1,99.99,,,"28,76,182",MENS & KIDS,TOTAL MENS
11007561,789000000000,1315766346,11/26/2016,12/06/2016,99.99,1,99.99,1,99.99,"28,76,182",MENS & KIDS,TOTAL MENS
12963518,781000000000,1301258682,11/20/2016,11/23/2016,17.33,1,17.33,1,17.33,"28,81,872",MENS & KIDS,TOTAL CHILDRENS
12963518,781000000000,1309355796,11/25/2016,12/05/2016,14.99,1,14.99,1,14.99,"28,81,872",MENS & KIDS,TOTAL CHILDRENS
14201070,791000000000,1264735489,1/20/2017,,9.22,1,9.22,,,"28,87,873",MENS & KIDS,TOTAL CHILDRENS
14201070,791000000000,1358597886,12/30/2016,1/25/2017,11.68,1,11.68,1,11.68,"28,87,873",MENS & KIDS,TOTAL CHILDRENS
11867621,80995576131,1243080927,9/18/2016,9/24/2016,112.49,1,112.49,1,112.49,"28,88,215",HOME,SOFT HOME
11867621,80995576131,1251682893,10/02/2016,,149.99,1,149.99,,,"28,88,215",HOME,SOFT HOME
11279249,706000000000,1362437655,01/05/2017,1/18/2017,27.99,2,55.98,2,55.98,"28,96,878",READY TO WEAR,SPECIAL SIZES
11279249,706000000000,1363508208,01/04/2017,1/13/2017,54.99,2,109.98,2,109.98,"28,96,878",READY TO WEAR,SPECIAL SIZES
13596181,190000000000,1336057563,12/08/2016,12/21/2016,48.99,1,48.99,1,48.99,"29,00,220",CENTER CORE,WOMENS SHOES
13596181,190000000000,1335908289,12/08/2016,,48.99,1,48.99,,,"29,00,220",CENTER CORE,WOMENS SHOES
13596181,190000000000,KS16921280973,12/08/2016,12/27/2016,48.99,1,48.99,1,48.99,"29,00,220",CENTER CORE,WOMENS SHOES
14286824,706000000000,1263055875,10/18/2016,10/28/2016,28.79,1,28.79,1,28.79,"29,09,891",READY TO WEAR,CASUAL RTW
14286824,706000000000,1261841547,10/14/2016,11/28/2016,26.99,1,26.99,1,26.99,"29,09,891",READY TO WEAR,CASUAL RTW
14286824,706000000000,1292220870,11/11/2016,,20.79,1,20.79,,,"29,09,891",READY TO WEAR,CASUAL RTW
10266845,706000000000,1244838649,10/21/2016,,22.99,1,22.99,,,"29,14,649",READY TO WEAR,CASUAL RTW
10266845,706000000000,1261761678,10/13/2016,,21.99,1,21.99,,,"29,14,649",READY TO WEAR,CASUAL RTW
11710744,190000000000,1301165832,11/20/2016,12/01/2016,39.99,1,39.99,1,39.99,"29,18,235",READY TO WEAR,CASUAL RTW
11710744,190000000000,1372887174,1/21/2017,,26.39,1,26.39,,,"29,18,235",READY TO WEAR,CASUAL RTW
11589213,888000000000,1280125242,10/31/2016,,69.99,1,69.99,,,"29,33,586",READY TO WEAR,MILLENNIAL/DENIM
11589213,888000000000,1270069158,10/25/2016,11/14/2016,118,1,118,1,118,"29,33,586",READY TO WEAR,MILLENNIAL/DENIM
10627352,90464531295,1353878163,12/24/2016,,13.59,1,13.59,,,"29,34,834",CENTER CORE,INTIMATE APPAREL/HOSIERY
10627352,90464531295,1354056444,12/24/2016,1/29/2017,13.59,1,13.59,1,13.59,"29,34,834",CENTER CORE,INTIMATE APPAREL/HOSIERY
12860139,706000000000,1369619400,1/13/2017,02/02/2017,10.5,2,21,1,10.5,"29,60,201",CENTER CORE,INTIMATE APPAREL/HOSIERY
12860139,706000000000,1369472439,1/13/2017,02/02/2017,10.5,2,21,2,21,"29,60,201",CENTER CORE,INTIMATE APPAREL/HOSIERY
15654890,706000000000,1335255369,12/09/2016,,62.99,1,62.99,,,"29,60,847",HOME,SOFT HOME
15654890,706000000000,1346151564,12/16/2016,,51.99,1,51.99,,,"29,60,847",HOME,SOFT HOME
14607108,706000000000,1313144604,11/26/2016,,29.5,1,29.5,,,"29,66,130",MENS & KIDS,TOTAL MENS
14607108,706000000000,1297185126,11/14/2016,12/14/2016,49.99,1,49.99,1,49.99,"29,66,130",MENS & KIDS,TOTAL MENS
11801644,706000000000,AD16920980427,12/19/2016,,39.99,1,39.99,,,"29,67,575",READY TO WEAR,SPECIAL SIZES
11801644,706000000000,1339152204,12/11/2016,12/19/2016,39.99,1,39.99,1,39.99,"29,67,575",READY TO WEAR,SPECIAL SIZES
10821004,706000000000,1260467161,11/22/2016,1/27/2017,54.98,1,54.98,1,54.98,"29,74,270",CENTER CORE,INTIMATE APPAREL/HOSIERY
10821004,706000000000,1347428130,12/17/2016,1/19/2017,34.74,1,34.74,1,34.74,"29,74,270",CENTER CORE,INTIMATE APPAREL/HOSIERY
10254559,890000000000,1297671999,11/13/2016,11/17/2016,17.49,1,17.49,1,17.49,"29,75,478",READY TO WEAR,MILLENNIAL/DENIM
10254559,890000000000,1295245236,11/12/2016,11/17/2016,16.99,1,16.99,1,16.99,"29,75,478",READY TO WEAR,MILLENNIAL/DENIM
10747009,887000000000,1326590145,12/02/2016,,71.56,1,71.56,,,"29,77,502",BEAUTY,COSMETICS
10747009,887000000000,1327548441,12/02/2016,,71.56,1,71.56,,,"29,77,502",BEAUTY,COSMETICS
10747009,887000000000,1327848159,12/02/2016,,71.56,1,71.56,,,"29,77,502",BEAUTY,COSMETICS
11730116,706000000000,1270137321,10/26/2016,11/06/2016,66.2,1,66.2,1,66.2,"29,81,939",READY TO WEAR,SPECIAL SIZES
11730116,706000000000,1271509824,10/26/2016,,55.99,1,55.99,,,"29,81,939",READY TO WEAR,SPECIAL SIZES
14772061,98132478163,1316148906,11/27/2016,,43,2,86,,,"29,82,516",BEAUTY,COSMETICS
14772061,98132478163,1317071436,11/27/2016,12/01/2016,43,2,86,2,86,"29,82,516",BEAUTY,COSMETICS
13285284,81091568402,LC16511002922,11/15/2016,,18.99,1,18.99,,,"29,88,107",MENS & KIDS,TOTAL MENS
13285284,81091568402,1254768040,11/11/2016,11/25/2016,18.99,1,18.99,1,18.99,"29,88,107",MENS & KIDS,TOTAL MENS
14815632,887000000000,JW17610443619,1/16/2017,,52,1,52,,,"29,97,533",BEAUTY,COSMETICS
14815632,887000000000,1259172352,11/21/2016,,52,1,52,,,"29,97,533",BEAUTY,COSMETICS
13059304,887000000000,1277570109,10/28/2016,,39.5,1,39.5,,,"30,22,428",BEAUTY,COSMETICS
13059304,887000000000,1254531343,11/11/2016,,39.5,1,39.5,,,"30,22,428",BEAUTY,COSMETICS
14876231,889000000000,1308130983,11/25/2016,12/10/2016,69.99,1,69.99,1,69.99,"30,33,095",READY TO WEAR,MISSY TOTAL ACTIVE
14876231,889000000000,1312931424,11/25/2016,12/10/2016,69.99,1,69.99,1,69.99,"30,33,095",READY TO WEAR,MISSY TOTAL ACTIVE
10258470,706000000000,1351419465,12/18/2016,1/19/2017,29.99,1,29.99,1,29.99,"30,78,986",READY TO WEAR,CASUAL RTW
